PDF_File,Page,Line,Matched_Text
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,77,12,Diametro Altezza max Quota hub Air gap Potenza elettrica
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,77,13,"rotore, [m] al tip, [mMSL] [mMSL] [m] nominale, [MW]"
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,77,18,rotore in conVgurazione upwind (sopravento).
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,77,19,Il rotore (assieme pale + mozzo) è l’organo motore primo che estrae l’energia cinetica del vento convertendola
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,77,22,un valore minimo attorno a 3 m/s necessario all’avviamento del rotore (velocità di cut–in) e un valore massimo
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,77,25,meccanico qualora fosse necessario bloccre il rotore per esigenze di manutenzione.
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,78,10,Curve di potenza tipiche per aerogeneratori con potenza nominale 12 MW e diametro rotore variabile tra 220
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,78,12,Figura 7.22 – Curva caratteristica teorica per aerogeneratori da 12 MW con diametro rotore 220 e 250 m.
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,79,7,"Le pale del rotore, che interagiscono fluidodinamicamente con la corrente d’aria che le investe, sono progettate"
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,79,16,"Le pale sono collegate al mozzo del rotore attraverso un supporto pala che, grazie ad un collegamento mobile"
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,80,20,"In relazione alla tipologia costruttiva dell’aerogeneratore, il trasferimento di energia dal rotore al generatore"
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,81,21,dell’imbardata costituito da attuatori che consentono al rotore di disporsi sempre trasversalmente al vento. La
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,81,23,navicella mentre il posizionamento del rotore è comandato dal controllore di turbina secondo la direzione
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,86,30,Elaborazione iLStudio su dati Siemens.
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,87,10,Elaborazione iLStudio su dati Siemens.
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,89,7,Elaborazione iLStudio su dati Siemens.
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,94,15,ELEMENTO QUANTITÀ DIAMETRO [m] LUNGHEZZA [m]
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,94,30,Altezza [m] ~ 31
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,96,31,Corda in poliestere: 1170 m o 1175 m per 2500 Ton MBL da 276 mm di diametro;
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,96,50,Diametro esterno: 2.44 m
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,99,42,diametro del cavo originale nonché simile comportamento a flessione e può essere gestito con i normali
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,126,36,I sostegni utilizzati per l’elettrodotto hanno un’altezza tale da garantire il franco minimo prescritto dalle vigenti
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,126,37,norme. L’altezza totale fuori terra dei tralicci è di norma inferiore a 61 m. Nei casi in cui si presenti l’esigenza
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,129,12,585.3 mm2 con un diametro complessivo di 31.5 mm.
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,129,15,loro da distanziatori (fascio binato) in corda di alluminio di sezione complessiva di 999.7 mm2 con un diametro
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,129,17,"I conduttori avranno un’altezza da terra (franco minimo) non inferiore a metri 11.50, arrotondamento per"
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,129,20,a terra dei sostegni. Ciascuna corda di guardia sarà in acciaio zincato del diametro di 11.5 mm e sezione di
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,130,22,"n.2 stalli per il parallelo sbarre, comprensivo di TIP."
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,165,22,altezza potrebbe essere visibile a distanze molto maggiori. È però evidente che l’estensione del bacino visuale
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,187,12,"nel periodo maggio – agosto 2022. Il suddetto bollettino, emesso alle coordinate WGS84 EPSG32632"
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,197,13,"di massima freccia del conduttore, il franco minimo prescritto dalle vigenti norme; l’altezza utile, misurata dal"
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,197,14,piano calpestio al primo conduttore sarà di norma variabile tra 15 e 42 m mentre l’altezza totale fuori terra sarà
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,198,9,"apposito DTM/DEM Digital Terrain/Elevation Model), dall’altezza dell’intrusione visiva (i tralicci) e dei target"
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,198,15,le caratteristiche geometriche dei tralicci (altezza rispetto al piano calpestio);
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,198,19,"Altezza dell’osservatore (corrispondente alla quota occhi, 1.7 m);"
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,208,8,evidenzia un’altezza massima delle strutture in elevazione cautelativamente entro i 15 metri rispetto al livello
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,208,11,Considerando che il principale contributo alla intervisibilità delle opere è determinato dall’altezza totale delle
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,208,12,"strutture in elevazione (somma della quota altimetrica più l’altezza dell’oggetto), è lecito ipotizzare che le aree"
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,212,33,certa altezza dalla testa del palo e rilasciato per generare il colpo sotto l’azione della gravità;
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,213,12,"del palo (diametro, materiale, etc…), la dimensione del martello e le caratteristiche del substrato."
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,213,22,Diametro del palo ~ 2.44 m
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,217,20,"diametro rotore 85 metri (del tipo SIEMENS SWT–2.3–82), installato su fondazione galleggiante spar buoy con"
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,219,11,"verosimilmente più rumorosa (la turbina di riferimento del progetto HYWIND DEMO, del tipo SIEMENS SWT–"
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,220,10,Altezza minima semipiano – H [m] Coincidente con la profondità massima nell’area di indagine
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,243,49,dal diametro e dalla posizione reciproca dei sub-conduttori costituenti il singolo fascio.
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,244,17,d – Diametro sub-conduttori [cm] 3.15
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,247,21,d – Diametro sub-conduttori [cm] 3.15
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,249,34,Figura 7.153 – Sistema di coordinate cilindriche (sx) e sistema di coordinate “elicoidali” (dx).
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,250,36,D Diametro cavo tripolare mm 224
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,250,37,d Diametro cavo unipolare mm 79.2
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,253,31,"In dettaglio, per la veriVca di compatibilità del campo elettrico, indicando cioè con e le coordinate dell’i-"
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,254,7,", ed nel punto di coordinate e possono essere scritte nella forma:"
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,255,12,"Y(cid:31), e le coordinate degli assi dei A c(cid:9)onduttori e del generico punto sul piano trasversale all’asse dg e(cid:9)l"
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,256,19,D Diametro cavo mm 111.8
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,256,21,D Diametro tubo PEAD mm 225
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,258,14,D Diametro cavo mm 111.8
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,258,16,D Diametro tubo PEAD mm 225
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,260,15,D Diametro cavo mm 111.8
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,260,17,D Diametro tubo PEAD mm 225
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,261,7,D Diametro cavo mm 115
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,261,9,D Diametro tubo PEAD mm 225
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,262,8,"linea. Tale ipotesi è evidentemente conservativa, in quanto la loro altezza è, per scelta progettuale, sempre"
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,262,10,la sua altezza dal suolo è sempre maggiore del valore preso a riferimento. Anche per tale ragione l’ipotesi di
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,263,14,"ampiamente conservativa, in quanto la loro altezza è, per scelta progettuale, sempre maggiore di tale valore."
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,265,19,navicella e rotore.
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,271,8,Figura 7.176 – Blade Bridge Irlanda
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,272,11,il rotore composto da materiale di ghisa per il mozzo della pala;
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,273,14,danese Vestas in collaborazione con l’università di Aarhus ed il danese produttore di resina epossidica Olin
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,273,16,"“zero waste turbine” entro il 2040. Il consorzio Zebra (Zero waste Blade Research) inoltre, guidato dal centro"
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,273,19,"Tra queste, è stato già raggiunto un traguardo importante dalla società Siemens Gamesa con l’installazione di"
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,273,25,La società Siemens Gamesa indica che se applicassimo le pale riciclabili a tutti i nuovi offshore progettati sino
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,273,27,Figura 7.178 – Esempio di pala eolica prodotta da Siemens Gamesa
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,299,18,"emergano dal piano di campagna per una altezza massima di 1 mt, che per le situazioni di parallelismo non"
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,334,21,rotazione o roto-percussione. Il diametro della strumentazione consentirà il recupero di una quantità di
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,337,17,Vno a 150 m di quota. La maggiore altezza prevista per le pale eoliche sarà pertanto disciplinata quale ostacolo
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,346,21,dimensioni (diametro ~22 cm) al Vne di permettere il trasporto dell’energia prodotta Vno alla componente a
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,379,11,"- Limiti di altezza, “[…] c) per impianti tecnologici di interesse pubblico l’altezza massima di m. 7,00; saranno"
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,379,20,pari all’altezza dell’edi1cio più alto;
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,379,21,"b) dai confini aziendali dovrà essere assicurata una distanza pari allo 0,50 dell’altezza dell’edificio e,"
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,12,30,Figura 7.22 – Curva caratteristica teorica per aerogeneratori da 12 MW con diametro rotore 220 e 250 m. ..................... 40
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,16,18,Figura 7.153 – Sistema di coordinate cilindriche (sx) e sistema di coordinate “elicoidali” (dx). ....................................... 211
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,16,41,Figura 7.176 – Blade Bridge Irlanda .................................................................................................................................. 233
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,17,6,Figura 7.178 – Esempio di pala eolica prodotta da Siemens Gamesa .............................................................................. 235
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,28,41,Tabella 9.69 – Coordinate Geografiche delle stazioni di campionamento......................................................................... 481
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,37,24,TIP Trasformatore induttivo di potenza
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,37,31,TSR Tip Speed Ratio
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,59,34,Il moto ondoso nell’area del progetto è stato caratterizzato mediante la conoscenza dell’altezza signiVcativa
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,60,24,"Per completezza in Figura 9.18 si mostra la rosa d’onda, ovvero la distribuzione dell’altezza d’onda signiVcativa"
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,60,33,"settori O-NO: l’altezza massima dell’onda nel periodo è 9.94m da 290°N, relativa a una forte tempesta avvenuta"
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,82,25,"Meridionale, nasce sul monte Croccoriga, ad un’altezza di 300 m s.l.m nel comune di Iglesias. Ha una lunghezza"
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,89,20,"densamente in alcune aree nella parte occidentale e centrale dell'area del sito indagato, aventi un diametro"
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,89,22,depressioni più ampie della media con un diametro di 165 m e 370 m. Nei settori settentrionale e centrale molti
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,91,19,"diametro medio generalmente inferiore a 4.6 m ed una profondità media di circa 0.35 m. Inoltre, sono presenti"
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,91,26,aventi un diametro medio generalmente inferiore a 6.6 m ed una profondità media di circa 0.35 m. La parte
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,113,7,Nella tabella seguente sono riportate le coordinate di ciascun punto e la classe acustica di appartenenza.
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,137,18,climatica. Si rinvengono dal livello del mare fino ai 1400 m di altezza;
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,137,24,"calcarei, principalmente nelle aree collinari e sugli altopiano fino a 900 m di altitudine;"
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,137,42,"che calcarei, su altitudini variabili dal livello del mare fino ai 400 m di altezza;"
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,150,9,formare un tronco di cono Vno a 20 metri di altezza e di 8-10 metri di diametro.
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,177,26,Tabella 9.69 – Coordinate Geografiche delle stazioni di campionamento
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,177,27,"ID stazione Coordinate WGS 84 UTM 32 (EST, NORD)"
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,191,30,i valori massimi di altezza d’onda indotti dallo sviluppo di Ilona sul bacino sono di circa 8-9 m e si
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,191,36,i valori massimi di altezza d’onda indotti dallo sviluppo di Rolf sul bacino sono di circa 7 m. Tale valore
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,194,10,"organismi marini (ISMAR-CNR, 2012), che contribuiscono in questo modo ad aumentare il peso e il diametro"
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,194,24,Aumento del carico d’onda a causa dell’incremento del diametro e maggiore rugosità superficiale;
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,206,40,"come elementi di altezza pari a circa mezzo centimetro (0.5 cm) sulla linea d’orizzonte ciò che conferma, in"
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,207,24,"delle terre emerse. Per quanto riguarda inVne l’effetto della distanza, si fa osservare che l’altitudine massima"
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,207,26,"visibili, appariranno più basse, rispettivamente la metà, un terzo e un quarto, rispetto all’altezza visibile della"
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,208,7,Coordinate secondo WGS84 EPSG32632 UTM32N. Elaborazione iLStudio.
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,208,8,ID Denominazione Località Altitudine Easting Northing Rif. Elaborati grafici
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,209,6,ID Denominazione Località Altitudine Easting Northing Rif. Elaborati grafici
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,210,6,ID Denominazione Località Altitudine Easting Northing Rif. Elaborati grafici
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,211,6,ID Denominazione Località Altitudine Easting Northing Rif. Elaborati grafici
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,212,6,ID Denominazione Località Altitudine Easting Northing Rif. Elaborati grafici
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,213,6,ID Denominazione Località Altitudine Easting Northing Rif. Elaborati grafici
downloads/Serramanna\Progetti\9739\2_C0421YR03RELSIA00a.pdf,247,17,elettromeccaniche evidenzia un’altezza massima delle strutture in elevazione cautelativamente entro i 15 metri
